year,month,day,electiontype,office,num candidates,percent winner won with
2020,6,2,primary,County Committeewoman SHALER WARD 5 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman SHALER WARD 5 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman SHALER WARD 5 DIST 3,1,1.0
2020,6,2,primary,County Committeewoman SHALER WARD 5 DIST 4,1,1.0
2020,6,2,primary,County Committeewoman SHALER WARD 5 DIST 5,1,1.0
2020,6,2,primary,County Committeewoman SHALER WARD 6 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman SHALER WARD 6 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman SHALER WARD 6 DIST 3,1,1.0
2020,6,2,primary,County Committeewoman SHALER WARD 6 DIST 4,1,1.0
2020,6,2,primary,County Committeewoman SHALER WARD 6 DIST 5,1,1.0
2020,6,2,primary,County Committeewoman SHALER WARD 7 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman SHALER WARD 7 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman SHALER WARD 7 DIST 3,1,1.0
2020,6,2,primary,County Committeewoman SHALER WARD 7 DIST 4,1,1.0
2020,6,2,primary,County Committeewoman SHARPSBURG DIST 1,1,1.0
2020,6,2,primary,County Committeewoman SHARPSBURG DIST 2,1,1.0
2020,6,2,primary,County Committeewoman SHARPSBURG DIST 3,1,1.0
2020,6,2,primary,County Committeewoman S FAYETTE DIST 1,1,1.0
2020,6,2,primary,County Committeewoman S FAYETTE DIST 2,1,1.0
2020,6,2,primary,County Committeewoman S FAYETTE DIST 3,1,1.0
2020,6,2,primary,County Committeewoman S FAYETTE DIST 4,1,1.0
2020,6,2,primary,County Committeewoman S FAYETTE DIST 5,1,1.0
2020,6,2,primary,County Committeewoman S FAYETTE DIST 6,1,1.0
2020,6,2,primary,County Committeewoman S FAYETTE DIST 7,2,0.9746835443037974
2020,6,2,primary,County Committeewoman S FAYETTE DIST 8,1,1.0
2020,6,2,primary,County Committeewoman S FAYETTE DIST 9,1,1.0
2020,6,2,primary,County Committeewoman S FAYETTE DIST 10,1,1.0
2020,6,2,primary,County Committeewoman S FAYETTE DIST 11,1,1.0
2020,6,2,primary,County Committeewoman S FAYETTE DIST 12,1,1.0
2020,6,2,primary,County Committeewoman SOUTH PARK DIST 1,1,1.0
2020,6,2,primary,County Committeewoman SOUTH PARK DIST 2,1,1.0
2020,6,2,primary,County Committeewoman SOUTH PARK DIST 3,1,1.0
2020,6,2,primary,County Committeewoman SOUTH PARK DIST 4,1,1.0
2020,6,2,primary,County Committeewoman SOUTH PARK DIST 5,1,1.0
2020,6,2,primary,County Committeewoman SOUTH PARK DIST 6,1,1.0
2020,6,2,primary,County Committeewoman SOUTH PARK DIST 7,1,1.0
2020,6,2,primary,County Committeewoman SOUTH PARK DIST 8,1,1.0
2020,6,2,primary,County Committeewoman SOUTH PARK DIST 9,1,1.0
2020,6,2,primary,County Committeewoman SOUTH PARK DIST 10,1,1.0
2020,6,2,primary,County Committeewoman SOUTH PARK DIST 11,1,1.0
2020,6,2,primary,County Committeewoman SOUTH PARK DIST 12,1,1.0
2020,6,2,primary,County Committeewoman SOUTH PARK DIST 13,1,1.0
2020,6,2,primary,County Committeewoman S VERSAILLES,1,1.0
2020,6,2,primary,County Committeewoman SPRINGDAL BR DIST 1,1,1.0
2020,6,2,primary,County Committeewoman SPRINGDAL BR DIST 2,1,1.0
2020,6,2,primary,County Committeewoman SPRINGDAL BR DIST 3,1,1.0
2020,6,2,primary,County Committeewoman SPRINGDAL BR DIST 4,1,1.0
2020,6,2,primary,County Committeewoman SPRINGDALE TWP,1,1.0
2020,6,2,primary,County Committeewoman STOWE WARD 2 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman STOWE WARD 3,1,1.0
2020,6,2,primary,County Committeewoman STOWE WARD 5,1,1.0
2020,6,2,primary,County Committeewoman STOWE WARD 7,1,1.0
2020,6,2,primary,County Committeewoman STOWE WARD 9,1,1.0
2020,6,2,primary,County Committeewoman SWISSVALE DIST 1,1,1.0
2020,6,2,primary,County Committeewoman SWISSVALE DIST 4,1,1.0
2020,6,2,primary,County Committeewoman SWISSVALE DIST 5,1,1.0
2020,6,2,primary,County Committeewoman SWISSVALE DIST 6,1,1.0
2020,6,2,primary,County Committeewoman SWISSVALE DIST 8,1,1.0
2020,6,2,primary,County Committeewoman SWISSVALE DIST 9,1,1.0
2020,6,2,primary,County Committeewoman SWISSVALE DIST 10,1,1.0
2020,6,2,primary,County Committeewoman SWISSVALE DIST 11,1,1.0
2020,6,2,primary,County Committeewoman TARENTUM WARD 1 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman TARENTUM WARD 1 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman TARENTUM WARD 2,1,1.0
2020,6,2,primary,County Committeewoman TARENTUM WARD 3 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman TARENTUM WARD 3 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman THORNBURG,1,1.0
2020,6,2,primary,County Committeewoman PENNSBURY VILL,1,1.0
2020,6,2,primary,County Committeewoman TRAFFORD,1,1.0
2020,6,2,primary,County Committeewoman TURTLE CREEK WARD 1 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman TURTLE CREEK WARD 2 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman TURTLE CREEK WARD 2 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman TURTLE CREEK WARD 3 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman UP ST CLAIR WARD 1 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman UP ST CLAIR WARD 1 DIST 2,2,0.9917355371900827
2020,6,2,primary,County Committeewoman UP ST CLAIR WARD 1 DIST 3,2,0.9863013698630136
2020,6,2,primary,County Committeewoman UP ST CLAIR WARD 1 DIST 4,1,1.0
2020,6,2,primary,County Committeewoman UP ST CLAIR WARD 2 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman UP ST CLAIR WARD 2 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman UP ST CLAIR WARD 2 DIST 3,1,1.0
2020,6,2,primary,County Committeewoman UP ST CLAIR WARD 2 DIST 4,1,1.0
2020,6,2,primary,County Committeewoman UP ST CLAIR WARD 3 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman UP ST CLAIR WARD 3 DIST 2,2,0.9921259842519685
2020,6,2,primary,County Committeewoman UP ST CLAIR WARD 3 DIST 3,1,1.0
2020,6,2,primary,County Committeewoman UP ST CLAIR WARD 4 DIST 1,2,0.9932885906040269
2020,6,2,primary,County Committeewoman UP ST CLAIR WARD 4 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman UP ST CLAIR WARD 4 DIST 3,1,1.0
2020,6,2,primary,County Committeewoman UP ST CLAIR WARD 4 DIST 4,1,1.0
2020,6,2,primary,County Committeewoman UP ST CLAIR WARD 5 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman UP ST CLAIR WARD 5 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman UP ST CLAIR WARD 5 DIST 3,1,1.0
2020,6,2,primary,County Committeewoman VERONA DIST 2,1,1.0
2020,6,2,primary,County Committeewoman VERONA DIST 3,1,1.0
2020,6,2,primary,County Committeewoman VERSAILLES DIST 1,1,1.0
2020,6,2,primary,County Committeewoman VERSAILLES DIST 2,1,1.0
2020,6,2,primary,County Committeewoman WALL,1,1.0
2020,6,2,primary,County Committeewoman WEST DEER DIST 1,1,1.0
2020,6,2,primary,County Committeewoman WEST DEER DIST 2,1,1.0
2020,6,2,primary,County Committeewoman WEST DEER DIST 3,1,1.0
2020,6,2,primary,County Committeewoman WEST DEER DIST 4,2,0.9906542056074766
2020,6,2,primary,County Committeewoman WEST DEER DIST 5,2,0.981651376146789
2020,6,2,primary,County Committeewoman WEST DEER DIST 6,2,0.9693877551020408
2020,6,2,primary,County Committeewoman WEST DEER DIST 7,2,0.9965156794425087
2020,6,2,primary,County Committeewoman WEST DEER DIST 8,1,1.0
2020,6,2,primary,County Committeewoman W ELIZABETH,1,1.0
2020,6,2,primary,County Committeewoman W HOMESTEAD DIST 1,1,1.0
2020,6,2,primary,County Committeewoman W HOMESTEAD DIST 2,1,1.0
2020,6,2,primary,County Committeewoman W HOMESTEAD DIST 3,1,1.0
2020,6,2,primary,County Committeewoman WEST MIFFLIN DIST 1,1,1.0
2020,6,2,primary,County Committeewoman WEST MIFFLIN DIST 2,1,1.0
2020,6,2,primary,County Committeewoman WEST MIFFLIN DIST 3,1,1.0
2020,6,2,primary,County Committeewoman WEST MIFFLIN DIST 5,1,1.0
2020,6,2,primary,County Committeewoman WEST MIFFLIN DIST 6,1,1.0
2020,6,2,primary,County Committeewoman WEST MIFFLIN DIST 7,1,1.0
2020,6,2,primary,County Committeewoman WEST MIFFLIN DIST 8,1,1.0
2020,6,2,primary,County Committeewoman WEST MIFFLIN DIST 9,1,1.0
2020,6,2,primary,County Committeewoman WEST MIFFLIN DIST 10,1,1.0
2020,6,2,primary,County Committeewoman WEST MIFFLIN DIST 11,1,1.0
2020,6,2,primary,County Committeewoman WEST MIFFLIN DIST 12,1,1.0
2020,6,2,primary,County Committeewoman WEST MIFFLIN DIST 13,1,1.0
2020,6,2,primary,County Committeewoman WEST MIFFLIN DIST 14,1,1.0
2020,6,2,primary,County Committeewoman WEST MIFFLIN DIST 15,1,1.0
2020,6,2,primary,County Committeewoman WEST MIFFLIN DIST 16,1,1.0
2020,6,2,primary,County Committeewoman WEST MIFFLIN DIST 17,1,1.0
2020,6,2,primary,County Committeewoman WEST MIFFLIN DIST 18,1,1.0
2020,6,2,primary,County Committeewoman WEST MIFFLIN DIST 19,1,1.0
2020,6,2,primary,County Committeewoman WEST MIFFLIN DIST 20,1,1.0
2020,6,2,primary,County Committeewoman WEST MIFFLIN DIST 21,1,1.0
2020,6,2,primary,County Committeewoman WEST VIEW DIST 1,1,1.0
2020,6,2,primary,County Committeewoman WEST VIEW DIST 2,1,1.0
2020,6,2,primary,County Committeewoman WEST VIEW DIST 3,1,1.0
2020,6,2,primary,County Committeewoman WEST VIEW DIST 4,1,1.0
2020,6,2,primary,County Committeewoman WEST VIEW DIST 5,1,1.0
2020,6,2,primary,County Committeewoman WEST VIEW DIST 6,2,0.9857142857142858
2020,6,2,primary,County Committeewoman WEST VIEW DIST 7,1,1.0
2020,6,2,primary,County Committeewoman WHITAKER DIST 1,1,1.0
2020,6,2,primary,County Committeewoman WHITAKER DIST 2,1,1.0
2020,6,2,primary,County Committeewoman WHITEHALL DIST 1,2,0.9838709677419355
2020,6,2,primary,County Committeewoman WHITEHALL DIST 2,1,1.0
2020,6,2,primary,County Committeewoman WHITEHALL DIST 3,1,1.0
2020,6,2,primary,County Committeewoman WHITEHALL DIST 4,1,1.0
2020,6,2,primary,County Committeewoman WHITEHALL DIST 5,1,1.0
2020,6,2,primary,County Committeewoman WHITEHALL DIST 6,1,1.0
2020,6,2,primary,County Committeewoman WHITEHALL DIST 7,1,1.0
2020,6,2,primary,County Committeewoman WHITEHALL DIST 8,1,1.0
2020,6,2,primary,County Committeewoman WHITEHALL DIST 9,1,1.0
2020,6,2,primary,County Committeewoman WHITEHALL DIST 10,1,1.0
2020,6,2,primary,County Committeewoman WHITEHALL DIST 11,1,1.0
2020,6,2,primary,County Committeewoman WHITEHALL DIST 12,1,1.0
2020,6,2,primary,County Committeewoman WHITEHALL DIST 13,1,1.0
2020,6,2,primary,County Committeewoman WHITEHALL DIST 14,1,1.0
2020,6,2,primary,County Committeewoman WHITEHALL DIST 15,2,0.984375
2020,6,2,primary,County Committeewoman WHITEHALL DIST 16,1,1.0
2020,6,2,primary,County Committeewoman WHITE OAK DIST 1,2,0.9875
2020,6,2,primary,County Committeewoman WHITE OAK DIST 2,1,1.0
2020,6,2,primary,County Committeewoman WHITE OAK DIST 3,2,0.9761904761904762
2020,6,2,primary,County Committeewoman WHITE OAK DIST 4,2,0.9767441860465116
2020,6,2,primary,County Committeewoman WHITE OAK DIST 5,2,0.9746835443037974
2020,6,2,primary,County Committeewoman WHITE OAK DIST 6,1,1.0
2020,6,2,primary,County Committeewoman WHITE OAK DIST 7,1,1.0
2020,6,2,primary,County Committeewoman WILKINS WARD 1 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman WILKINS WARD 1 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman WILKINS WARD 1 DIST 3,1,1.0
2020,6,2,primary,County Committeewoman WILKINS WARD 1 DIST 4,1,1.0
2020,6,2,primary,County Committeewoman WILKINS WARD 1 DIST 5,1,1.0
2020,6,2,primary,County Committeewoman WILKINS WARD 2 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman WILKINS WARD 2 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman WILKINSBURG WARD 1 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman WILKINSBURG WARD 1 DIST 3,1,1.0
2020,6,2,primary,County Committeewoman WILKINSBURG WARD 1 DIST 4,1,1.0
2020,6,2,primary,County Committeewoman WILKINSBURG WARD 1 DIST 6,1,1.0
2020,6,2,primary,County Committeewoman WILKINSBURG WARD 2 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman WILKINSBURG WARD 2 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman WILKINSBURG WARD 2 DIST 3,1,1.0
2020,6,2,primary,County Committeewoman WILKINSBURG WARD 2 DIST 5,1,1.0
2020,6,2,primary,County Committeewoman WILKINSBURG WARD 3 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman WILKINSBURG WARD 3 DIST 4,1,1.0
2020,6,2,primary,County Committeewoman WILKINSBURG WARD 3 DIST 6,1,1.0
2020,6,2,primary,County Committeewoman WILMERDING DIST 1,1,1.0
2020,6,2,primary,County Committeewoman WILMERDING DIST 2,1,1.0
2020,6,2,primary,ATTORNEY GENERAL,7,0.5963890832750175
2020,6,2,primary,AUDITOR GENERAL,14,0.5858534946236559
2020,6,2,primary,DELEGATE TO THE DEMOCRATIC NATIONAL CONVENTION 15TH CONGRESSIONAL,8,0.23186409550045914
2020,6,2,primary,STATE TREASURER,8,0.5809135725073377
2020,6,2,primary,ALT DELEGATE REP NAT CON 15TH CONG DIST,2,0.9642260911042213
2020,6,2,primary,DELEGATE TO THE REPUBLICAN NATIONAL CONVENTION 15TH CONGRESSIONAL,8,0.19194103194103193
2020,6,2,primary,REPUBLICAN COUNTY CHAIRPERSON,2,0.9807692307692307
2020,6,2,primary,DELEGATE TO THE DEMOCRATIC NATIONAL CONVENTION,8,0.2452223913411128
2020,6,2,primary,ALTERNATE DELEGATE TO THE REPUBLICAN NATIONAL CONVENTION,2,0.9642433820624259
2020,6,2,primary,DELEGATE TO THE REPUBLICAN NATIONAL CONVENTION,8,0.22007215480485406
2020,6,2,primary,Registered Voters - Total,1,1.0
2020,6,2,primary,Registered Voters - DEMOCRATIC,1,1.0
2020,6,2,primary,Registered Voters - REPUBLICAN,1,1.0
2020,6,2,primary,Ballots Cast - Total,1,1.0
2020,6,2,primary,Ballots Cast - DEMOCRATIC,1,1.0
2020,6,2,primary,Ballots Cast - REPUBLICAN,1,1.0
2020,6,2,primary,PRESIDENT OF THE UNITED STATES,12,0.6925254813137033
2020,6,2,primary,REPRESENTATIVE IN CONGRESS 12TH DISTRICT,5,0.756937200083455
2020,6,2,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY 82ND DISTRICT,5,0.9140926640926641
2020,6,2,primary,R - DELEGATE NATL CONVENTION,9,0.15664192475044791
2020,6,2,primary,R - ALT DELEGATE NATL CONVENTION,4,0.29114719748559453
2020,6,2,primary,D - DELEGATE NATL CONVENTION,10,0.1722567509644235
2020,6,2,primary,D - ALT DELEGATE NATL CONVENTION,2,0.7759083150451109
2020,6,2,primary,ALTERNATE DELEGATE TO THE DEMOCRATIC NATIONAL CONVENTION 16TH,2,0.9687814702920443
2020,6,2,primary,DELEGATE TO THE DEMCRATIC NATIONAL CONVENTION 16TH DISTRICT,7,0.2974751940269182
2020,6,2,primary,ALTERNATE DELEGATE TO THE REPUBLICAN NATIONAL CONVENTION 16TH,4,0.3581891792418108
2020,6,2,primary,DELEGATE TO THE REPUBLICAN NATIONAL CONVENTION 16TH DISTRICT,9,0.2052030268559276
2020,11,3,general,President,88,0.32985857829928505
2020,11,3,general,Attorney General,32,0.43165693036267605
2020,11,3,general,Auditor General,32,0.3863743623463533
2020,11,3,general,State Treasurer,32,0.40168359412761523
2020,11,3,general,U.S. House,89,0.0913085172093063
2020,11,3,general,State Senate,92,0.0738490700659911
2020,11,3,general,State House,382,0.014164214276980896
2020,11,3,general,ATTORNEY GENERAL,27,0.4227787319541649
2020,11,3,general,AUDITOR GENERAL,21,0.4133975903614458
2020,11,3,general,STATE TREASURER,22,0.4158572645205246
2020,11,3,general,MEMBER OF COUNCIL WEST CHESTER BOROUGH (7TH WARD),1,1.0
2020,11,3,general,State Representative,25,0.14600218204488777
2020,11,3,general,State Assembly,70,0.032442505022482096
2020,11,3,general,Pittsburgh HRC Amendment,2,0.7832804442681476
2020,11,3,general,LIQUOR LICENSE REFERENDUM FRANKLIN,2,0.7468181818181818
2020,11,3,general,PRESIDENT,4,0.5358139936903064
2020,11,3,general,REFERENDUM SCOTT TWP,2,0.5370615486432826
2020,11,3,general,Cogan House Ballot Question,2,0.6205035971223022
2020,11,3,general,REFERENDUM QUESTION MIDDLEBURY TOWNSHIP,2,0.6428571428571429
2020,11,3,general,Write-In Totals,1,1.0
2020,11,3,general,MILES TOWNSHIP LIQUOR LICENSE REFERENDUM MILES TWP,3,0.7817589576547231
2020,11,3,general,RESOLUTION QUESTION Bessemer Boro,2,0.7334558823529411
